,PH_Index,PH_Value
0,0.007039394350711122,7.9
1,0.007307600936876711,7.9
2,0.006805858832656238,7.9
3,0.006357850119195399,7.9
4,0.00637321047643604,7.7
5,0.0070499157455622494,7.7
6,0.00820890780475032,8.0
7,0.008967982947553887,8.0
8,0.006606799194189211,7.7
9,0.0068799413850599645,7.7
10,0.007514371745625328,8.2
11,0.007314869227590594,8.2
12,0.006826154048716999,7.7
13,0.007373635490467191,7.7
14,0.0067148538863763185,7.7
15,0.007021221775600764,7.7
16,0.007890283380571954,7.8
17,0.006854920694242393,7.8
18,0.007376362236214632,7.8
19,0.007701319019250561,7.8
20,0.006315659793922213,7.9
21,0.006912725182344557,7.9
22,0.006292691199847835,7.9
23,0.005904570160030541,7.9
24,0.006511126133837764,7.9
25,0.006823775538020989,7.9
26,0.006308256652886701,7.9
27,0.006507749804511875,7.9
28,0.0064637678602914765,7.9
29,0.0060545745162411515,7.9
30,0.006092680995808859,7.7
31,0.006481723028602327,7.7
32,0.006295125226340526,8.0
33,0.00622244028152596,8.0
34,0.006771077470920659,7.9
35,0.006807450241421604,7.9
36,0.006858863866889068,7.6
37,0.006289046108783469,7.6
38,0.0067515616885736865,7.8
39,0.0070278919826775674,7.8
40,0.00842596987705358,8.0
41,0.008253400206537422,8.0
42,0.006717416369067706,7.7
43,0.0071619724533527745,7.7
44,0.006853886764771099,8.1
45,0.006760222526646291,8.1
46,0.00665620707793626,7.9
47,0.006430951404605517,7.9
48,0.006744666854750466,8.2
49,0.006966455100031923,8.2
50,0.007701367613283985,7.8
51,0.007788156009340013,7.8
52,0.008127180917721914,7.7
53,0.009764875921576252,7.7
54,0.006454531760319861,7.8
55,0.008212282396831238,7.8
56,0.0081877867370192,7.9
57,0.008303867079857866,7.9
58,0.009699891004856121,8.2
59,0.007502426565432444,8.2
60,0.008478163029399315,7.9
61,0.008502767825389772,7.9
62,0.00804428210976611,7.9
63,0.007647127771013049,7.9
64,0.008286658834765794,7.7
65,0.007535680078107035,7.7
66,0.008329740705679605,8.0
67,0.00670090461969842,8.0
68,0.008302517500019816,7.9
69,0.0074582282855554525,7.9
70,0.00698795101622446,7.9
71,0.007758622404953298,7.9
72,0.0073434763034888545,7.6
73,0.0065184128949074965,7.6
74,0.0069863739277725555,7.9
75,0.006472932378550782,7.9
76,0.006475590393447429,7.6
77,0.006080317243127322,7.6
78,0.007393397445462546,7.8
79,0.006462449758194899,7.8
80,0.0074055838579817805,7.9
81,0.007065916241247315,7.9
