,pH_Index,OM_Value
392,0.007608741723366901,0.35
393,0.007608741723366901,0.35
394,0.008141123483561967,0.3
395,0.008141123483561967,0.3
396,0.0078720055424855,0.3
397,0.0078720055424855,0.3
398,0.00647985478725214,0.59
399,0.00647985478725214,0.59
400,0.006561253768016964,0.59
401,0.006561253768016964,0.59
402,0.007310433388294943,0.4
403,0.007310433388294943,0.4
404,0.006608480139759435,0.4
405,0.006608480139759435,0.4
406,0.0064166727927067735,0.5
407,0.0064166727927067735,0.5
408,0.006287492192105013,0.5
409,0.006287492192105013,0.5
410,0.0069444685848781785,0.5
411,0.0069444685848781785,0.5
412,0.00687983948950692,0.5
413,0.00687983948950692,0.5
414,0.008234177587472604,0.4
415,0.008234177587472604,0.4
416,0.008186238398511191,0.4
417,0.008186238398511191,0.4
418,0.00793050264473507,0.5
419,0.00793050264473507,0.5
420,0.008410402180870327,0.5
421,0.008410402180870327,0.5
422,0.007764411302304724,0.5
423,0.0075639970790693815,0.5
424,0.007734312026655659,0.5
425,0.00794010753482498,0.5
426,0.0070107006250648045,0.52
427,0.007331405730941542,0.52
428,0.007635600958998452,0.4
429,0.007635600958998452,0.4
430,0.00990727416908795,0.4
431,0.00990727416908795,0.4
432,0.008587840667293754,0.6
433,0.008849411547785511,0.6
434,0.011184064265453193,0.5
435,0.009291700622461173,0.5
436,0.006999655202005164,0.5
437,0.0071942112335059176,0.5
438,0.007504929888314927,0.4
439,0.007504929888314927,0.4
440,0.007081474402169529,0.4
441,0.007081474402169529,0.4
442,0.007635433078905242,0.3
443,0.007635433078905242,0.3
444,0.007334145973017317,0.3
445,0.007334145973017317,0.3
446,0.007330849436319191,0.6
447,0.007330849436319191,0.6
448,0.008332871824487413,0.6
449,0.008332871824487413,0.6
450,0.007472759479133929,0.8
451,0.006875520738000307,0.8
452,0.006928285068022864,0.6
453,0.00707698859643742,0.6
454,0.010135726498404501,0.43
455,0.007395071078907202,0.43
456,0.008113414262060225,0.2
457,0.009287183211239393,0.2
458,0.010097583231134528,0.4
459,0.008750314826743155,0.4
460,0.00747414237334012,0.4
461,0.00747414237334012,0.4
462,0.009916105644992354,0.4
463,0.009916105644992354,0.4
464,0.0070716938470046856,0.6
465,0.0070716938470046856,0.6
466,0.00610720725738473,0.6
467,0.00610720725738473,0.6
468,0.007030707870292747,0.5
469,0.007030707870292747,0.5
470,0.0076322920381448065,0.5
471,0.0076322920381448065,0.5
472,0.0065279398220523255,0.4
473,0.0065279398220523255,0.4
474,0.007204105789408657,0.4
475,0.007204105789408657,0.4
476,0.008373847476581807,0.6
477,0.008373847476581807,0.6
478,0.00717969046193311,0.6
479,0.00717969046193311,0.6
480,0.007490657585075478,0.5
481,0.007519533743740059,0.5
482,0.008444286580500114,0.5
483,0.008704208773050675,0.5
484,0.007964232673193003,0.5
485,0.008261810760060764,0.5
486,0.008824059281916962,0.7
487,0.008824059281916962,0.7
488,0.008694526347310685,0.7
489,0.008694526347310685,0.7
490,0.007497095000510565,0.45
491,0.007497095000510565,0.45
492,0.007084792709867026,0.45
493,0.007084792709867026,0.45
494,0.008593076503961536,0.6
495,0.008593076503961536,0.6
496,0.009701681415066747,0.6
497,0.009701681415066747,0.6
498,0.006408803871789134,0.7
499,0.006408803871789134,0.7
500,0.008595577026652307,0.7
501,0.008595577026652307,0.7
502,0.006416127985459478,0.54
503,0.006416127985459478,0.54
504,0.007524599149308728,0.54
505,0.007524599149308728,0.54
506,0.006546057880419902,0.5
507,0.006546057880419902,0.5
508,0.007323684903351314,0.5
509,0.007323684903351314,0.5
510,0.00852042995368094,0.7
511,0.008123442233418132,0.7
512,0.010344406103116969,0.6
513,0.008735664798417222,0.6
514,0.007929732980697388,0.5
515,0.007929732980697388,0.5
516,0.007283029814334977,0.5
517,0.007283029814334977,0.5
518,0.008518993318015389,0.5
519,0.009036673351199943,0.5
520,0.008021599120753078,0.6
521,0.007445015993682485,0.6
522,0.008131726939261313,0.4
523,0.008455293192542396,0.4
524,0.009774329440269305,0.7
525,0.006678729004676924,0.7
526,0.0074954815106160625,0.4
527,0.006174799242888725,0.4
528,0.007379626063580424,0.2
529,0.007433139382389394,0.2
530,0.007956304884322342,0.77
531,0.008428626587160997,0.77
532,0.008652484412477263,0.69
533,0.008652484412477263,0.69
534,0.007481255568139384,0.69
535,0.007481255568139384,0.69
536,0.0071703555147738076,0.6
537,0.006790596570320017,0.6
538,0.008034643404174601,0.5
539,0.007224785877707171,0.5
540,0.006889742267681891,0.55
541,0.006499707432115104,0.55
542,0.0069046576239989626,0.5
543,0.0069046576239989626,0.5
544,0.007820225487079857,0.5
545,0.007820225487079857,0.5
546,0.00784616674090556,0.6
547,0.00784616674090556,0.6
548,0.009201883725680017,0.6
549,0.009201883725680017,0.6
550,0.008119597541749221,0.48
551,0.008119597541749221,0.48
552,0.007817452349813904,0.48
553,0.007817452349813904,0.48
554,0.007109324709035221,0.5
555,0.006918968973444116,0.5
556,0.006406243060796687,0.41
557,0.006406243060796687,0.41
558,0.007239232177665074,0.19
559,0.007239232177665074,0.19
560,0.009021723899829547,0.19
561,0.009021723899829547,0.19
562,0.007812057016755587,0.55
563,0.007812057016755587,0.55
564,0.006029995243544607,0.5
565,0.006029995243544607,0.5
566,0.009487428888291915,0.41
567,0.009487428888291915,0.41
568,0.009712259057064597,0.41
569,0.009712259057064597,0.41
570,0.007369291784392037,0.5
571,0.007369291784392037,0.5
572,0.007581978983162944,0.5
573,0.007581978983162944,0.5
574,0.006697069247755095,0.62
575,0.006697069247755095,0.62
576,0.012137728748181637,0.62
577,0.012137728748181637,0.62
578,0.00821756299409547,0.6
579,0.010543844934671701,0.6
580,0.008149053216547773,0.4
581,0.009287958690098876,0.4
582,0.008374941952434259,0.4
583,0.008290524316066349,0.4
584,0.00807196369592607,0.3
585,0.00807196369592607,0.3
586,0.007003679651117048,0.3
587,0.007003679651117048,0.3
588,0.009557464457253913,0.5
589,0.009557464457253913,0.5
590,0.009057965086397727,0.5
591,0.009057965086397727,0.5
592,0.008089339279505442,0.5
593,0.008089339279505442,0.5
594,0.007346585181038384,0.5
595,0.007346585181038384,0.5
596,0.007550894807055199,0.6
597,0.007550894807055199,0.6
598,0.007721452810901127,0.6
599,0.007721452810901127,0.6
600,0.007855044194681577,0.6
601,0.007071654809827974,0.6
602,0.006723694698401982,0.6
603,0.006528453805015269,0.6
604,0.006515493111794629,0.6
605,0.006515493111794629,0.6
606,0.007403562514888039,0.6
607,0.007403562514888039,0.6
608,0.008397275657760118,1.01
609,0.007505812698166557,1.01
610,0.00928439669342204,0.5
611,0.00928439669342204,0.5
612,0.0081870274276042,0.5
613,0.0081870274276042,0.5
614,0.010993139677347899,0.7
615,0.010993139677347899,0.7
616,0.010786317006263611,0.7
617,0.010786317006263611,0.7
618,0.0072430395661212356,0.4
619,0.0072430395661212356,0.4
620,0.005971052792503966,0.4
621,0.005971052792503966,0.4
622,0.008254636411490527,0.4
623,0.008254636411490527,0.4
624,0.008847271795961023,0.4
625,0.008847271795961023,0.4
626,0.006454667946932343,0.43
627,0.006454667946932343,0.43
628,0.006718311761236306,0.47
629,0.006718311761236306,0.47
630,0.007994192790498778,0.5
631,0.007994192790498778,0.5
632,0.008431287926692774,0.5
633,0.008431287926692774,0.5
634,0.00973536552726571,0.6
635,0.00973536552726571,0.6
636,0.009622309473955613,0.6
637,0.009622309473955613,0.6
638,0.008230072641055599,0.5
639,0.007575540405741887,0.5
640,0.01001321488708663,0.5
641,0.008413632975419444,0.5
642,0.00907177575005326,0.6
643,0.008699582093592709,0.6
644,0.007521990131301786,0.6
645,0.009018813129212712,0.6
646,0.007199454300932911,0.38
647,0.007199454300932911,0.38
648,0.008813395779612338,0.67
649,0.008127071659717537,0.67
650,0.008767201666696695,0.75
651,0.0071789139089408266,0.75
652,0.010571512822491105,1.09
653,0.009125398381504562,1.09
654,0.00869748274598758,0.88
655,0.009150501058314957,0.88
656,0.008107666869385818,0.65
657,0.00815389378591968,0.65
658,0.009650212414474457,0.57
659,0.00858056537626503,0.57
660,0.01012370934547695,0.47
661,0.009501313059769251,0.47
662,0.009785168979761416,0.78
663,0.009479873020776656,0.78
664,0.008573296116495484,0.72
665,0.00867547981729266,0.72
666,0.008970598258286215,0.52
667,0.008985893674585778,0.52
668,0.008797120531972843,0.47
669,0.008763104263830018,0.47
670,0.030274878428253448,0.45
671,0.009874745236586442,0.45
672,0.008197494890207015,0.53
673,0.009583897049623053,0.53
674,0.011026507614665617,0.57
675,0.021968931852448182,0.57
676,0.011049418339784676,0.52
677,0.009647692959278746,0.52
678,0.008102529568901264,0.55
679,0.007951380317606815,0.55
680,0.010963603264293692,0.53
681,0.009800547034679195,0.53
682,0.007177878950759062,0.35
683,0.007040912551593809,0.35
684,0.006449942567532394,0.5
685,0.006758237076244578,0.5
686,0.009011717468718148,0.7
687,0.0069396375788224815,0.7
688,0.006349343193020309,0.45
689,0.006662808567716667,0.45
690,0.006281887754066085,0.4
691,0.0073761705316341035,0.4
692,0.007515037041845629,0.4
693,0.0076393886693621816,0.4
694,0.007038857416483152,0.42
695,0.0072967350050269966,0.42
696,0.007232879111016503,0.39
697,0.007131776597463809,0.39
698,0.010180261005647015,0.51
699,0.010344944849685279,0.51
700,0.017777016664433154,0.45
701,0.02174547419867033,0.45
702,0.007944667939034124,0.47
703,0.00856766854654744,0.47
704,0.011893387649915531,0.49
705,0.009912504363162222,0.49
706,0.008197177419580608,0.46
707,0.00906960921754449,0.46
708,0.008930506535584637,0.4
709,0.009272251969735582,0.4
710,0.022433225709179785,0.46
711,0.0159403628939164,0.46
712,0.009284052095674213,0.43
713,0.009798115687955937,0.43
714,0.006618584312995911,0.51
715,0.006856376235712044,0.51
716,0.006712061784787369,0.43
717,0.0062916137130692735,0.43
718,0.007020996908351253,0.48
719,0.0069210752625371635,0.48
720,0.006649443450699406,0.37
721,0.006448157260424337,0.37
722,0.007819383678547759,0.49
723,0.007964233455682534,0.49
724,0.008725351548507954,0.43
725,0.009489518120576553,0.43
726,0.015682376000766066,0.54
727,0.013558613145857892,0.54
728,0.012793048576541854,0.43
729,0.012253707854094326,0.43
730,0.010247772733069958,0.48
731,0.011945366893550802,0.48
732,0.007726601890555351,0.42
733,0.012460670766844956,0.42
734,0.0076370355825587126,0.51
735,0.00825483734434999,0.51
736,0.008324365067008505,0.42
737,0.009058649668967078,0.42
738,0.010017441974457945,0.38
739,0.008813328652638997,0.38
740,0.008689312821724087,0.5
741,0.010043798052012286,0.5
742,0.009642137739957833,0.4
743,0.009101512756117213,0.4
744,0.00766552136945416,0.52
745,0.008915814817565194,0.52
746,0.007946857474458885,0.47
747,0.007191597888422848,0.47
748,0.007827047582102573,0.45
749,0.007281895907211831,0.45
750,0.008414399508845516,0.44
751,0.008853108766472073,0.44
752,0.007298500029222046,0.55
753,0.00797180831039975,0.55
754,0.007324450014791389,0.4
755,0.00776107009781637,0.4
756,0.00868485874305102,0.58
757,0.008963152979307937,0.58
758,0.007909361285956967,0.69
759,0.008100480456541197,0.69
760,0.00783461777622378,0.57
761,0.007790283696738481,0.57
762,0.008553270805862195,0.7
763,0.008050310010484842,0.7
764,0.007013366130902246,0.49
765,0.007895659507320007,0.49
766,0.0088124810758444,0.35
767,0.009264026348288011,0.35
768,0.008945558599175969,0.45
769,0.007141864038556414,0.45
770,0.007452813484979572,0.42
771,0.008096284665740737,0.42
772,0.009264476658337786,0.41
773,0.006797248448703511,0.41
774,0.006998464906239202,0.52
775,0.007053016191073988,0.52
776,0.008023330892878416,0.26
777,0.00739679974773832,0.26
778,0.006743240594070002,0.36
779,0.006666052737361526,0.36
780,0.007058660293407173,0.34
781,0.006771808156051248,0.34
782,0.007294355031367685,0.72
783,0.007204748365445184,0.72
784,0.008150617253274225,0.62
785,0.0066013374429875205,0.62
786,0.007886821486163242,0.67
787,0.006948595220767162,0.67
788,0.0087788042186319,1.01
789,0.009032505590745425,1.01
790,0.009312527717147582,0.9
791,0.010025190359179745,0.9
792,0.014002769248488993,0.46
793,0.0118785660490585,0.46
794,0.00940984899464693,0.88
795,0.008021828660266189,0.88
796,0.007427606310636928,0.62
797,0.006707651785223081,0.62
798,0.0067437218378834434,0.72
799,0.006651595719105423,0.72
800,0.006397767338562446,0.56
801,0.008025216703388939,0.56
802,0.007220183415488655,0.52
803,0.006605406259365239,0.52
804,0.0069827947594805475,0.7
805,0.006819626337513268,0.7
806,0.006361796732458953,0.63
807,0.006467603746375793,0.63
808,0.007106897014058125,0.51
809,0.006562329013093436,0.51
810,0.0068437117679315184,0.5
811,0.0065810326913874236,0.5
812,0.006744011510621829,0.72
813,0.0071808768913486365,0.72
814,0.007962977888844553,0.55
815,0.008402084489038078,0.55
816,0.009873357713528437,0.6
817,0.00739106242262688,0.6
818,0.012535187861183695,0.64
819,0.007728705576019359,0.64
820,0.0096777500878883,0.4
821,0.008566499047217345,0.4
822,0.008872463912949723,0.54
823,0.009368529598125395,0.54
824,0.009143068421782894,0.5
825,0.008982171662554748,0.5
826,0.00853230696381107,0.47
827,0.008797888139673032,0.47
828,0.007271243727134563,0.6
829,0.007516622918359734,0.6
830,0.008356325806886184,0.54
831,0.009210851024118435,0.54
832,0.0066993018653343185,0.61
833,0.007291228646356643,0.61
834,0.007672356499550246,0.61
835,0.007124082641117483,0.61
836,0.008288619884702688,0.47
837,0.015037667266435953,0.47
838,0.006454678323957439,0.43
839,0.006207971642320409,0.43
840,0.006763300878592783,0.65
841,0.006869846822281388,0.65
842,0.007221238868775581,0.6
843,0.0073199899930102875,0.6
844,0.006872535895940147,0.48
845,0.006636145776910287,0.48
846,0.007002448245532135,0.57
847,0.006410062958985782,0.57
848,0.006771498286076154,0.6
849,0.006925861339196006,0.6
850,0.006894199962695767,0.63
851,0.006983360335685098,0.63
852,0.01000951644630182,0.49
853,0.008462033144319802,0.49
854,0.007889730578937144,0.3
855,0.007219883981098364,0.3
856,0.007444271681424887,0.59
857,0.007211460412594049,0.59
858,0.008058585327854832,0.54
859,0.007283624780255833,0.54
860,0.006781816653118495,0.5
861,0.0067388364499181945,0.5
862,0.007482378131132156,0.6
863,0.00681623101121865,0.6
864,0.007043041627653369,0.6
865,0.00679713234882832,0.6
866,0.007082355846652946,0.6
867,0.007200162722598031,0.6
868,0.006362964055447172,0.45
869,0.00694755553197651,0.45
870,0.006876927782529131,0.3
871,0.006850867597056031,0.3
872,0.007612437840272941,0.38
873,0.008522106600735858,0.38
874,0.008298225536847665,0.8
875,0.010136976883320327,0.8
876,0.00981097385287174,0.72
877,0.010016019715632107,0.72
878,0.014573888272183439,0.69
879,0.013416671360312373,0.69
880,0.00698437273571085,0.56
881,0.007320335609697797,0.56
882,0.0070097885161460195,0.47
883,0.0065838106032570535,0.47
884,0.0070779085270640685,0.62
885,0.00732622938368583,0.62
886,0.007406979178986166,0.26
887,0.0076526532416213685,0.26
888,0.006644208416072914,0.62
889,0.006898353828301641,0.62
890,0.006266549129378064,0.26
891,0.006928754935041241,0.26
892,0.006630168270289499,0.47
893,0.006354466879912554,0.47
894,0.006439857849863247,0.52
895,0.00708303814495022,0.52
896,0.006836126013517999,0.52
897,0.0067643702560397714,0.67
898,0.006617668982602867,0.67
899,0.006933228854664653,0.7
900,0.007051151559696752,0.7
901,0.006706929497790828,0.41
902,0.0070985825699088605,0.41
903,0.006692546137533286,0.26
904,0.006468007595720305,0.26
905,0.006745207162281601,0.57
906,0.007255735298746284,0.57
907,0.007654805526880893,0.36
908,0.007000902772558785,0.36
909,0.006641857610596909,0.41
910,0.007851487727398462,0.41
911,0.007291881099933205,0.57
912,0.007038916032042552,0.57
913,0.0068233699686506425,0.21
914,0.0070532230362506596,0.21
915,0.012000150095778834,0.31
916,0.00937661508303471,0.31
917,0.006414404741316046,0.36
918,0.006886316055547765,0.36
919,0.006693605693445239,0.26
920,0.006532964682670957,0.26
921,0.006562866581089168,0.57
922,0.007119042110929844,0.57
923,0.006335676051704147,0.47
924,0.006976439140457428,0.47
