,PH_Index,PH_Value
0,0.0071883555514169264,7.95
1,0.006287612973476058,7.95
2,0.006415654165858761,7.9
3,0.006435919091663637,7.9
4,0.007480999878133972,7.75
5,0.006795326890498952,7.75
6,0.02184120480601717,7.9
7,0.006916345413492793,7.9
8,0.007585677707235572,7.75
9,0.006779664793863944,7.75
10,0.006678010649303315,8.2
11,0.007760072708918694,8.2
12,0.006524250269186531,7.75
13,0.006024613420558852,7.75
14,0.006576537552236412,7.7
15,0.007207910128005539,7.7
16,0.006608096582830504,7.8
17,0.006211218262028392,7.8
18,0.008246100852809272,7.85
19,0.008639474727887718,7.85
20,0.005972959726305461,7.9
21,0.005625218411702411,7.9
22,0.007524127001464687,7.9
23,0.005605607048133788,7.9
24,0.006009143586915436,7.95
25,0.00643370894707071,7.95
26,0.00570194822909538,8.0
27,0.00625071828681749,8.0
28,0.006738663443649984,7.85
29,0.0067706942969716025,7.85
30,0.006816717821479557,7.65
31,0.006283573351878246,7.65
32,0.008517215047880996,7.95
33,0.005946715532417044,7.95
34,0.006574846764044272,7.85
35,0.006564361183629664,7.85
36,0.006586469174389697,7.65
37,0.006222851214539006,7.65
38,0.006469569699084523,7.75
39,0.0061855568605472195,7.75
40,0.006456614784964599,8.05
41,0.005694054414810186,8.05
42,0.005718644954699868,7.7
43,0.007801860925527108,7.7
44,0.006526181859209354,8.0
45,0.005953577493121585,8.0
46,0.006123913482542004,7.85
47,0.005748814205999647,7.85
48,0.006979231604564426,8.2
49,0.006484998789337964,8.2
50,0.010660561061080757,7.75
51,0.00824843208032091,7.75
52,0.008829365147064852,7.75
53,0.008890322139963339,7.75
54,0.006901239708736679,7.8
55,0.008010700847066501,7.8
56,0.008967253711889188,7.85
57,0.008459606645855142,7.85
58,0.008907454887307363,8.149999999999999
59,0.007568717637466054,8.149999999999999
60,0.007410144341764234,7.85
61,0.006528016157778637,7.85
62,0.007948799516043981,7.9
63,0.00625990167549371,7.9
64,0.00816616223030594,7.800000000000001
65,0.007395912823501454,7.800000000000001
66,0.007714832704160857,7.95
67,0.006832631115651149,7.95
68,0.011362492648432464,7.9
69,0.010224659922133186,7.9
70,0.006420105087386099,8.0
71,0.010218775900961043,8.0
72,0.0068722944650659425,7.6
73,0.006088924486229356,7.6
74,0.007104809279068467,7.9
75,0.007354921388970594,7.9
76,0.005801608043803353,7.6
77,0.006027985739898417,7.6
78,0.008449673868532256,7.85
79,0.006946501038412453,7.85
80,0.006751731898252215,7.800000000000001
81,0.005749621961975502,7.800000000000001
82,0.005308091703235826,8.0
83,0.005931358423261388,8.0
84,0.006876261593728554,7.95
85,0.00579740360045076,7.95
86,0.0066610135012279,7.65
87,0.00736238956856632,7.65
88,0.011769635931840145,8.05
89,0.006504769842165319,8.05
90,0.006400634893349288,7.85
91,0.005702749364488301,7.85
92,0.006526412493824585,7.7
93,0.0070236802324693415,7.7
94,0.008196423586125132,7.95
95,0.00792756831733827,7.95
96,0.007828002945101858,8.05
97,0.006842503411320797,8.05
98,0.006481461653323706,7.95
99,0.0062025323667531775,7.95
100,0.007849320773087046,7.9
101,0.012732991700622275,7.9
102,0.007040900881971521,7.880000000000001
103,0.008308184649878881,7.880000000000001
104,0.007855113590176356,8.05
105,0.008342725417206317,8.05
106,0.008566049104852907,7.85
107,0.012096679831234455,7.85
108,0.010665874112219883,8.05
109,0.010363598825938094,8.05
110,0.011549250920851125,7.85
111,0.00766548976634861,7.85
112,0.007736222978149023,7.7
113,0.007558496423975361,7.7
114,0.00685624141369633,7.7
115,0.007396658060324419,7.7
116,0.009657248843272157,7.65
117,0.007059639057808771,7.65
118,0.006983660350058872,7.75
119,0.007106821718185205,7.75
120,0.008340156392548655,7.75
121,0.00854258306693216,7.75
122,0.00900511399868331,7.65
123,0.007326980443745944,7.65
124,0.008399501361211663,7.65
125,0.009419392705388102,7.65
126,0.007297056963275196,7.75
127,0.007544932442739748,7.75
128,0.006113829621510899,7.7
129,0.009379314240175572,7.7
130,0.006108684178988097,7.75
131,0.00660239998539185,7.75
132,0.007010888643514761,7.55
133,0.0064506085307722465,7.55
134,0.006261897216702226,7.9
135,0.006349567145056308,7.9
136,0.007050881209959803,8.055
137,0.007345443910187375,8.055
138,0.009376651488596802,7.7
139,0.009252949362804007,7.7
140,0.007901667266869687,7.75
141,0.007559972902478364,7.75
142,0.005810499012209395,7.95
143,0.005814680112604564,7.95
144,0.005645823263892972,7.45
145,0.006341635990071937,7.45
146,0.005930192550480828,7.7
147,0.006792201759108336,7.7
148,0.006895793847284442,7.45
149,0.007216815642219651,7.45
150,0.006736637286781795,7.75
151,0.007973345648509328,7.75
152,0.005888403238178113,7.95
153,0.006086709885313331,7.95
154,0.006496084404164629,8.25
155,0.0062134846860482885,8.25
156,0.005464427729050586,8.0
157,0.005695274683613469,8.0
158,0.00770870531696568,7.75
159,0.0052781052829764105,7.75
160,0.006109508453782205,7.85
161,0.0063797279292635714,7.85
162,0.017487829369968275,7.65
163,0.01146783848374451,7.65
164,0.006598514061127156,7.65
165,0.008917413202000254,7.65
166,0.008033905977633007,7.65
167,0.007095386201379839,7.65
168,0.008981051659544124,8.0
169,0.007171514325720742,8.0
170,0.007981325388406395,7.65
171,0.009642822187760473,7.65
172,0.0067960067840285784,7.75
173,0.007324708928584997,7.75
174,0.007917421925472014,7.6
175,0.006249622252845608,7.6
176,0.008211660412559508,7.65
177,0.010812327344746443,7.65
178,0.00846458471412046,7.5
179,0.008134089445647422,7.5
180,0.008986930903370771,7.65
181,0.005958452004721396,7.65
182,0.008002782328288199,7.85
183,0.00988429415251623,7.85
184,0.00985917513773331,7.75
185,0.0076966784252570615,7.75
186,0.008229946174807011,7.75
187,0.00952583543899542,7.75
188,0.0077566553403482326,7.65
189,0.008666876655902354,7.65
190,0.007486724314535575,7.75
191,0.006668749206204367,7.75
192,0.008474977436845188,7.7
193,0.006843932191501494,7.7
194,0.009259833001459092,7.75
195,0.00961115040893522,7.75
196,0.008167063498582218,7.7
197,0.0070829287173658105,7.7
198,0.00851696335928448,7.6
199,0.00783612692993261,7.6
200,0.006659194107080254,7.95
201,0.006587791613500118,7.95
202,0.006768949373621563,7.95
203,0.008543502203694653,7.95
204,0.007189953634408368,7.65
205,0.013611779443156426,7.65
206,0.007169707692124381,7.55
207,0.007758350130652057,7.55
208,0.008694597563750248,7.75
209,0.007152045511545318,7.75
210,0.005617492406035808,7.85
211,0.006263021127746359,7.85
212,0.005979145747031369,7.45
213,0.006399789791197744,7.45
214,0.005816621915570685,8.05
215,0.006138315980954635,8.05
216,0.006015871895579405,7.85
217,0.005903877513597922,7.85
218,0.006093548794279432,7.95
219,0.006131634946456542,7.95
220,0.006030436910903204,8.05
221,0.0061475541639836005,8.05
222,0.00717466700340602,7.75
223,0.006896959909619177,7.75
224,0.0060848502097927285,7.85
225,0.005899636128990123,7.85
226,0.006035947922664287,8.2
227,0.007016215724972708,8.2
228,0.006660918084412206,7.75
229,0.0061187901261797835,7.75
230,0.006038815610838717,7.75
231,0.006440385799545153,7.75
232,0.005959002593913951,7.6
