,pH_Index,OM_Value
0,0.0071883555514169264,0.565
1,0.006287612973476058,0.565
2,0.006415654165858761,0.585
3,0.006435919091663637,0.585
4,0.007480999878133972,1.095
5,0.006795326890498952,1.095
6,0.02184120480601717,1.15
7,0.006916345413492793,1.15
8,0.007585677707235572,1.47
9,0.006779664793863944,1.47
10,0.006678010649303315,0.9
11,0.007760072708918694,0.9
12,0.006524250269186531,0.7404999999999999
13,0.006024613420558852,0.7404999999999999
14,0.006576537552236412,0.765
15,0.007207910128005539,0.765
16,0.006608096582830504,1.1949999999999998
17,0.006211218262028392,1.1949999999999998
18,0.008246100852809272,1.645
19,0.008639474727887718,1.645
20,0.005972959726305461,1.1949999999999998
21,0.005625218411702411,1.1949999999999998
22,0.007524127001464687,3.05
23,0.005605607048133788,3.05
24,0.006009143586915436,1.0050000000000001
25,0.00643370894707071,1.0050000000000001
26,0.00570194822909538,2.35
27,0.00625071828681749,2.35
28,0.006738663443649984,0.905
29,0.0067706942969716025,0.905
30,0.006816717821479557,0.14200000000000002
31,0.006283573351878246,0.14200000000000002
32,0.008517215047880996,0.97
33,0.005946715532417044,0.97
34,0.006574846764044272,0.8049999999999999
35,0.006564361183629664,0.8049999999999999
36,0.006586469174389697,0.77
37,0.006222851214539006,0.77
38,0.006469569699084523,0.9
39,0.0061855568605472195,0.9
40,0.006456614784964599,1.03
41,0.005694054414810186,1.03
42,0.005718644954699868,0.905
43,0.007801860925527108,0.905
44,0.006526181859209354,0.81
45,0.005953577493121585,0.81
46,0.006123913482542004,1.0550000000000002
47,0.005748814205999647,1.0550000000000002
48,0.006979231604564426,0.8049999999999999
49,0.006484998789337964,0.8049999999999999
50,0.010660561061080757,0.885
51,0.00824843208032091,0.885
52,0.008829365147064852,1.27
53,0.008890322139963339,1.27
54,0.006901239708736679,1.455
55,0.008010700847066501,1.455
56,0.008967253711889188,1.27
57,0.008459606645855142,1.27
58,0.008907454887307363,1.04
59,0.007568717637466054,1.04
60,0.007410144341764234,1.4249999999999998
61,0.006528016157778637,1.4249999999999998
62,0.007948799516043981,1.1099999999999999
63,0.00625990167549371,1.1099999999999999
64,0.00816616223030594,0.925
65,0.007395912823501454,0.925
66,0.007714832704160857,0.895
67,0.006832631115651149,0.895
68,0.011362492648432464,1.855
69,0.010224659922133186,1.855
70,0.006420105087386099,1.13
71,0.010218775900961043,1.13
72,0.0068722944650659425,2.105
73,0.006088924486229356,2.105
74,0.007104809279068467,1.11
75,0.007354921388970594,1.11
76,0.005801608043803353,0.97
77,0.006027985739898417,0.97
78,0.008449673868532256,1.4100000000000001
79,0.006946501038412453,1.4100000000000001
80,0.006751731898252215,1.225
81,0.005749621961975502,1.225
82,0.005308091703235826,1.15
83,0.005931358423261388,1.15
84,0.006876261593728554,1.275
85,0.00579740360045076,1.275
86,0.0066610135012279,1.37
87,0.00736238956856632,1.37
88,0.011769635931840145,1.77
89,0.006504769842165319,1.77
90,0.006400634893349288,1.195
91,0.005702749364488301,1.195
92,0.006526412493824585,2.12
93,0.0070236802324693415,2.12
94,0.008196423586125132,0.9750000000000001
95,0.00792756831733827,0.9750000000000001
96,0.007828002945101858,0.9299999999999999
97,0.006842503411320797,0.9299999999999999
98,0.006481461653323706,1.0050000000000001
99,0.0062025323667531775,1.0050000000000001
100,0.007849320773087046,1.17
101,0.012732991700622275,1.17
102,0.007040900881971521,4.029999999999999
103,0.008308184649878881,4.029999999999999
104,0.007855113590176356,1.1949999999999998
105,0.008342725417206317,1.1949999999999998
106,0.008566049104852907,1.205
107,0.012096679831234455,1.205
108,0.010665874112219883,1.3900000000000001
109,0.010363598825938094,1.3900000000000001
110,0.011549250920851125,1.03
111,0.00766548976634861,1.03
112,0.007736222978149023,1.51
113,0.007558496423975361,1.51
114,0.00685624141369633,1.395
115,0.007396658060324419,1.395
116,0.009657248843272157,1.12
117,0.007059639057808771,1.12
118,0.006983660350058872,1.0899999999999999
119,0.007106821718185205,1.0899999999999999
120,0.008340156392548655,0.835
121,0.00854258306693216,0.835
122,0.00900511399868331,0.935
123,0.007326980443745944,0.935
124,0.008399501361211663,1.1
125,0.009419392705388102,1.1
126,0.007297056963275196,0.9550000000000001
127,0.007544932442739748,0.9550000000000001
128,0.006113829621510899,0.94
129,0.009379314240175572,0.94
130,0.006108684178988097,1.025
131,0.00660239998539185,1.025
132,0.007010888643514761,1.5
133,0.0064506085307722465,1.5
134,0.006261897216702226,0.96
135,0.006349567145056308,0.96
136,0.007050881209959803,1.6749999999999998
137,0.007345443910187375,1.6749999999999998
138,0.009376651488596802,0.855
139,0.009252949362804007,0.855
140,0.007901667266869687,1.18
141,0.007559972902478364,1.18
142,0.005810499012209395,1.695
143,0.005814680112604564,1.695
144,0.005645823263892972,0.83
145,0.006341635990071937,0.83
146,0.005930192550480828,0.555
147,0.006792201759108336,0.555
148,0.006895793847284442,1.03
149,0.007216815642219651,1.03
150,0.006736637286781795,1.065
151,0.007973345648509328,1.065
152,0.005888403238178113,0.84
